Street_Number,Street_Name,Street_Side,Skytrain_Station_Name,BIA,Number_of_Racks,Year_Installed,Latitude,Longitude,Full_Name
3578,E Hastings St,South,,,1,Prior 2010,49.2809906,-123.0266952,3578 E Hastings St
4129,Fraser St,West,,,1,2012,49.248207,-123.090346,4129 Fraser St
4288,Fraser St,East,,,1,2012,49.2468336,-123.0899994,4288 Fraser St
789,Gore Av,West,,,2,Prior 2010,49.2777443,-123.0971668,789 Gore Av
1022,Kingsway,South,,,1,2015,49.2535073,-123.0835796,1022 Kingsway
1134,Kingsway,South,,,1,2015,49.25239699999999,-123.081224,1134 Kingsway
1279,Kingsway,North,,,1,2015,49.2516406,-123.0785204,1279 Kingsway
1680,Kingsway,South,,,1,2013,49.2473622,-123.0704023,1680 Kingsway
179,Main St,West,,,1,2015,49.2835294,-123.0997944,179 Main St
728,Main St,East,,,1,2012,49.2780221,-123.0994114,728 Main St
1399,Main St,West,Main St-Science World,,4,2012,49.27313729999999,-123.10036,1399 Main St
2136,Main St,East,,,2,2015,49.2659265,-123.1004272,2136 Main St
2345,Main St,West,,,2,2015,49.26391839999999,-123.1013306,2345 Main St
3010,Main St,East,,,1,2015,49.25824430000001,-123.1008515,3010 Main St
3699,Main St,West,,,2,2015,49.25191599999999,-123.1012221,3699 Main St
1267,Pacific Boulevard,North,,,1,2015,49.27375139999999,-123.1232728,1267 Pacific Boulevard
1282,Pacific Boulevard,South,,,1,2015,49.2733309,-123.1228623,1282 Pacific Boulevard
253,Powell St,North,,,1,2012,49.2833775,-123.098202,253 Powell St
686,Powell St,South,,,2,2015,49.28286929999999,-123.0897054,686 Powell St
825,Powell St,North,,,1,2015,49.2830828,-123.0863571,825 Powell St
439,Railway St,North,,,1,2015,49.28515609999999,-123.0941559,439 Railway St
255,Robson St,North,,,1,2016,49.2786724,-123.115269,255 Robson St
3783,W 10th Av,North,,,1,Prior 2010,49.26364,-123.1874386,3783 W 10th Av
4330,W 10th Av,South,,PGV,1,2011,49.2636288,-123.2039032,4330 W 10th Av
4441,W 10th Av,North,,,1,Prior 2010,49.2639366,-123.2073412,4441 W 10th Av
126,W 3rd Av,South,,,1,2012,49.26817399999999,-123.1072273,126 W 3rd Av
2305,W 41st Av,North,,,1,2012,49.2348155,-123.1597965,2305 W 41st Av
3535,W 41st Av,North,,DBR,5,2016,49.2350802,-123.1837822,3535 W 41st Av
3591,W 41st Av,North,,,1,Prior 2010,49.2349002,-123.1851584,3591 W 41st Av
1988,W 49th Av,South,,,1,Prior 2010,49.2271134,-123.1515927,1988 W 49th Av
1618,W 4th Av,South,,,1,Prior 2010,49.2676858,-123.1412958,1618 W 4th Av
1628,W 4th Av,South,,,1,2012,49.2677008,-123.1417219,1628 W 4th Av
1869,W 4th Av,North,,,1,Prior 2010,49.2682441,-123.1472027,1869 W 4th Av
1961,W 4th Av,North,,,1,2011,49.2682706,-123.1494216,1961 W 4th Av
2741,W 4th Av,North,,,1,Prior 2010,49.26847859999999,-123.167117,2741 W 4th Av
1768,W 8th Av,South,,,1,2015,49.2644812,-123.1449253,1768 W 8th Av
500,W Broadway,South,,,1,Prior 2010,49.26306109999999,-123.1153856,500 W Broadway
1285,W Broadway,North,,,2,2013,49.2664311,-123.13315,1285 W Broadway
1755,W Broadway,North,,,1,Prior 2010,49.2639035,-123.1447098,1755 W Broadway
2518,W Broadway,South,,,1,Prior 2010,49.2637782,-123.163287,2518 W Broadway
3102,W Broadway,South,,WB,1,2011,49.2639569,-123.1743334,3102 W Broadway
3105,W Broadway,West,,WB,1,2011,49.2643913,-123.1741815,3105 W Broadway
3143,W Broadway,North,,WB,1,2011,49.2643254,-123.1750095,3143 W Broadway
3236,W Broadway,South,,WB,1,2011,49.2640679,-123.176691,3236 W Broadway
3291,W Broadway,North,,,1,Prior 2010,49.2644092,-123.1775418,3291 W Broadway
3308,W Broadway,South,,WB,1,2011,49.2641042,-123.1780627,3308 W Broadway
3311,W Broadway,North,,,1,Prior 2010,49.2644738,-123.1784112,3311 W Broadway
3431,W Broadway,North,,WB,1,2011,49.2645406,-123.1807458,3431 W Broadway
3555,W Broadway,North,,,1,Prior 2010,49.2644669,-123.1831626,3555 W Broadway
3661,W Broadway,North,,,1,Prior 2010,49.2645944,-123.1850756,3661 W Broadway
3673,W Broadway,North,,,1,Prior 2010,49.2645729,-123.1852842,3673 W Broadway
108,W Cordova St,South,,GT,1,2012,49.2827567,-123.1072025,108 W Cordova St
403,W Cordova St,North,,,1,Prior 2010,49.2842005,-123.1099852,403 W Cordova St
555,W Georgia St,North,,,1,Prior 2010,49.2816106,-123.1163264,555 W Georgia St
925,W Georgia St,North,,,3,Prior 2010,49.28406469999999,-123.1201475,925 W Georgia St
1055,W Georgia St,North,,,4,Prior 2010,49.2853129,-123.1215939,1055 W Georgia St
198,W Hastings St,South,,,3,2011,49.28224119999999,-123.1094506,198 W Hastings St
300,W Hastings St,South,,,1,2011,49.2827898,-123.1102498,300 W Hastings St
602,W Hastings St,South,,,2,2010,49.2847889,-123.113677,602 W Hastings St
27,W Pender St,North,,,1,2015,49.2810769,-123.1057466,27 W Pender St
300,W Pender St,South,,,2,2013,49.2821551,-123.111218,300 W Pender St
402,W Pender St,South,,,1,Prior 2010,49.2827284,-123.1123091,402 W Pender St
455,W Pender St,North,,,1,Prior 2010,49.2834012,-123.1126481,455 W Pender St
518,W Pender St,South,,,1,2012,49.2834244,-123.1133255,518 W Pender St
605,W Pender St,North,,,1,2012,49.2841694,-123.1138972,605 W Pender St
830,W Pender St,South,,,1,2012,49.2856213,-123.1165602,830 W Pender St
250,W Pender St,West,,HC,4,2016,49.2815547,-123.1108434,250 W Pender St
10,Water St,South,,GT,2,2012,49.2834535,-123.104751,10 Water St
102,Water St,South,,GT,1,2012,49.2837818,-123.1066538,102 Water St
2300,Willow St,West,,,1,2012,49.2655027,-123.1217569,2300 Willow St
1601,Yew St,West,,,5,2014,49.2715208,-123.1552755,1601 Yew St
777,Homer St,East,,,10,,49.27971503058141,-123.11624350490425,777 Homer St
649,E 15th Av,North,,,1,2013,49.2573999,-123.0900882,649 E 15th Av

